Document;Tablet;Passage;Type;Published;Checked;Chronology;Typology;Notes
Archi1996e;75.10039;Unknown;;No;No;;;
Archi1996e;75.1536;Unknown;;No;No;;;
Archi1996e;75.1558;Unknown;;No;No;;;
Archi1996e;75.2349;Unknown;;No;No;;;
Archi1996e;75.10237;Unknown;;No;No;;;
Archi1996e;75.1533;Unknown;;No;No;;;
Archi1996e;75.1919;Unknown;;No;No;;;
Archi1996e;75-88;Unknown;;No;No;;;
Archi1996e;75.2230;Unknown;;No;No;;;
Archi1996e;75.1464;Unknown;;No;No;;;
Archi1996e;75.1464;Unknown;;No;No;;;
Archi1996e;75.1464;Unknown;;No;No;;;
Archi1996e;75–88;Unknown;;No;No;;;
Archi1996e;272–275;Unknown;;No;No;;;
Archi1996e;275–276;Unknown;;No;No;;;
Archi1996e;75.2283;Unknown;;No;No;;;
Archi1996e;“75.2464;Unknown;;No;No;;;
Archi1996e;75.1904;Unknown;;No;No;;;
Archi1996e;75.2464;Unknown;;No;No;;;
Archi1996e;75.10143;Unknown;;No;No;;;
Archi1996e;75.1923;Unknown;;No;No;;;
Archi1996e;75.2429;Unknown;;No;No;;;
Archi1996e;75.2335;Unknown;;No;No;;;
Archi1996e;75.2277;Unknown;;No;No;;;
Archi1996e;75.5170;Unknown;;No;No;;;
Archi1996e;75.1249;Unknown;;No;No;;;
Archi1996e;75.165;Unknown;;No;No;;;
Archi1996e;75.2250;Unknown;;No;No;;;
Archi1996e;75.120;Unknown;;No;No;;;
Archi1996e;375;Unknown;;No;No;;;
Archi1996e;2875;Unknown;;No;No;;;
Archi1996e;1975;Unknown;;No;No;;;
Archi1996e;75–76;Unknown;;No;No;;;
Archi1996e;75.2593;Unknown;;No;No;;;
Archi1996e;75.5197;Unknown;;No;No;;;
Archi1996e;3.19+24+25+75;Unknown;;No;No;;;
Archi1996e;75.10011;Unknown;;No;No;;;
Archi1996e;75.;Unknown;;No;No;;;
Archi1996e;75.2470;Unknown;;No;No;;;
Archi1996e;75.2236;Unknown;;No;No;;;
Archi1996e;75.2422;Unknown;;No;No;;;
Archi1996e;1475;Unknown;;No;No;;;
Archi1996e;75.2414;Unknown;;No;No;;;
Archi1996e;75.10144;Unknown;;No;No;;;
Archi1996e;175;Unknown;;No;No;;;
Archi1996e;75.10079;Unknown;;No;No;;;
Archi1996e;75.1775;Unknown;;No;No;;;
Archi1996e;75.2365;Unknown;;No;No;;;
Archi1996e;75.2520;Unknown;;No;No;;;
Archi1996e;75.2465;Unknown;;No;No;;;
Archi1996e;75.10168;Unknown;;No;No;;;
Archi1996e;75.1705;Unknown;;No;No;;;
Archi1996e;75.2635;Unknown;;No;No;;;
Archi1996e;75.10088;Unknown;;No;No;;;
Archi1996e;75.2428;Unknown;;No;No;;;
Archi1996e;75.2403;Unknown;;No;No;;;
Archi1996e;75.2367;Unknown;;No;No;;;
Archi1996e;75.2342;Unknown;;No;No;;;
Archi1996e;75.2561;Unknown;;No;No;;;
Archi1996e;75.12137+;Unknown;;No;No;;;
Archi1996e;75.1766;Unknown;;No;No;;;
Archi1996e;75.2605;Unknown;;No;No;;;
Archi1996e;75.2420;Unknown;;No;No;;;
Archi1996e;75.1953;Unknown;;No;No;;;
Archi1996e;75.1444;Unknown;;No;No;;;
Archi1996e;75.1531;Unknown;;No;No;;;
Archi1996e;75.1391;Unknown;;No;No;;;
Archi1996f;75.2039;Unknown;;No;No;;;
Archi1996f;75.2175;Unknown;;No;No;;;
Archi1996f;75.1449;obv.VI:15-21;Quote;No;Yes;;;
Archi1996f;75.2562;Unknown;;No;No;;;
Archi1996f;75.1935;Unknown;;No;No;;;
Archi1996f;75.1250;Unknown;;No;No;;;
Archi1996f;75.10074;Unknown;;No;No;;;
Archi1996f;75.1730+;Unknown;;No;No;;;
Archi1996f;75.2502;Unknown;;No;No;;;
Archi1996f;75.1962;Unknown;;No;No;;;
Archi1996f;75.2507;Unknown;;No;No;;;
Archi1996f;75.1730;Unknown;;No;No;;;
Archi1996f;75.10235;Unknown;;No;No;;;
Archi1996f;75.1985;Unknown;;No;No;;;
Archi1996f;75.10201;Unknown;;No;No;;;
Archi1996f;75.2508;Unknown;;No;No;;;
Archi1996f;75.11010+;Unknown;;No;No;;;
Archi1996f;75.1452;Unknown;;No;No;;;
Archi1996f;75.2094;Unknown;;No;No;;;
Archi1996f;75.2224;Unknown;;No;No;;;
Archi1996f;75.2396;Unknown;;No;No;;;
Archi1996f;75.10228+;Unknown;;No;No;;;
Archi1996f;75.1700;Unknown;;No;No;;;
Archi1996f;.75.10092+rev.;Unknown;;No;No;;;
Archi1996f;575;Unknown;;No;No;;;
Archi1996f;75.10076;Unknown;;No;No;;;
Archi1996f;75.2655+;Unknown;;No;No;;;
Archi1996f;75.2171;Unknown;;No;No;;;
Archi1996f;75.1669;Unknown;;No;No;;;
Archi1996f;75.1689;Unknown;;No;No;;;
Archi1996f;75.2320;Unknown;;No;No;;;
Archi1996f;75.1918;Unknown;;No;No;;;
Archi1996f;75;Unknown;;No;No;;;
Archi1996f;75.2587;Unknown;;No;No;;;
Archi1996f;75.2251;Unknown;;No;No;;;
Archi1996f;75.5082+5083;Unknown;;No;No;;;
Archi1996f;75.1986+3221+4544;Unknown;;No;No;;;
Archi1996f;75.427;Unknown;;No;No;;;
Archi1996f;1,757;Unknown;;No;No;;;
Archi1996f;4,875;Unknown;;No;No;;;
Archi1996f;275;Unknown;;No;No;;;
Archi1996f;75.2271;Unknown;;No;No;;;
Archi1996f;75.12680;Unknown;;No;No;;;
Archi1996g;75.3043+;Unknown;;No;No;;;
Archi1996g;75.10020;Unknown;;No;No;;;
Archi1996g;75.2422+;Unknown;;No;No;;;
Archi1996g;75.5653+;Unknown;;No;No;;;
Archi1996g;75.2000+;Unknown;;No;No;;;
Archi1996g;75.10023+;Unknown;;No;No;;;
Archi1996g;75.2001+;Unknown;;No;No;;;
Archi1996g;75;Unknown;;No;No;;;
Archi1996g;75.2341;Unknown;;No;No;;;
Archi1996g;75.10088+;Unknown;;No;No;;;
Archi1997-1998a;75.2341;Unknown;;No;No;;;
Archi1997-1998a;75.1746;Unknown;;No;No;;;
Archi1997-1998a;75.1796;Unknown;;No;No;;;
Archi1997-1998a;75.2959;Unknown;;No;No;;;
Archi1997-1998a;75.2086;Unknown;;No;No;;;
Archi1997-1998a;75.410;Unknown;;No;No;;;
Archi1997-1998a;75.1633;Unknown;;No;No;;;
Archi1997-1998a;75.1642;Unknown;;No;No;;;
Archi1997-1998a;75.263;Unknown;;No;No;;;
Archi1997-1998a;75.2612;Unknown;;No;No;;;
Archi1997-1998a;75.1452:5;Unknown;;No;No;;;
Archi1997-1998a;75.2290;Unknown;;No;No;;;
Archi1997-1998a;75.1574;Unknown;;No;No;;;
Archi1997-1998a;75.427;Unknown;;No;No;;;
Archi1997-1998a;75.2089;Unknown;;No;No;;;
Archi1997-1998a;75.2508;Unknown;;No;No;;;
Archi1997-1998a;75.2342;Unknown;;No;No;;;
Archi1997-1998a;75.2369;Unknown;;No;No;;;
Archi1997-1998a;75.1986+;Unknown;;No;No;;;
Archi1997-1998a;75.1237;Unknown;;No;No;;;
Archi1997-1998a;75.1536;Unknown;;No;No;;;
Archi1997-1998a;75.2598;Unknown;;No;No;;;
Archi1997-1998a;75.1318;Unknown;;No;No;;;
Archi1997b;75.1764;Unknown;;No;No;;;
Archi1997b;2075;Unknown;;No;No;;;
Archi1997b;75.10147;Unknown;;No;No;;;
Archi1997b;75.1585;Unknown;;No;No;;;
Archi1997b;75.2397;Unknown;;No;No;;;
Archi1997b;75.2286,22;Unknown;;No;No;;;
Archi1997b;75.12312;Unknown;;No;No;;;
Archi1997b;75.2286;Unknown;;No;No;;;
Archi1997b;75.2465;Unknown;;No;No;;;
Archi1997b;75.2596;Unknown;;No;No;;;
Archi1997b;75.2334;Unknown;;No;No;;;
Archi1997b;75.2276;Unknown;;No;No;;;
Archi1997b;75.2502;Unknown;;No;No;;;
Archi1997b;75.1261;Unknown;;No;No;;;
Archi1997b;75.1860;Unknown;;No;No;;;
Archi1997b;75.2375;Unknown;;No;No;;;
Archi1997b;75.1708;Unknown;;No;No;;;
Archi1997b;75.1293;Unknown;;No;No;;;
Archi1997b;75.1559;Unknown;;No;No;;;
Archi1997b;75.1319;Unknown;;No;No;;;
Archi1997b;75.1925;Unknown;;No;No;;;
Archi1997b;75.12497;Unknown;;No;No;;;
Archi1997b;75.1226;Unknown;;No;No;;;
Archi1997b;75.1461;Unknown;;No;No;;;
Archi1997b;75.10024+;Unknown;;No;No;;;
Archi1997b;75.1370;Unknown;;No;No;;;
Archi1997b;75.1296;Unknown;;No;No;;;
Archi1997b;75.1374;Unknown;;No;No;;;
Archi1997b;75.2222;Unknown;;No;No;;;
Archi1997b;75.1928;Unknown;;No;No;;;
Archi1997b;75.2271;Unknown;;No;No;;;
Archi1997b;75.1749;Unknown;;No;No;;;
Archi1997b;75.1740;obv.V:9-13;Quote;No;Yes;;;
Archi1997b;75.2122;Unknown;;No;No;;;
Archi1997b;75.2112;Unknown;;No;No;;;
Archi1998b;75.1845;Unknown;;No;No;;;
Archi1998b;75.1558;Unknown;;No;No;;;
Archi1998b;75.2057;Unknown;;No;No;;;
Archi1998b;75.2349;Unknown;;No;No;;;
Archi1998b;75.2619;Unknown;;No;No;;;
Archi1998b;75.1686;Unknown;;No;No;;;
Archi1998b;75.1459;Unknown;;No;No;;;
Archi1998b;75.1897;Unknown;;No;No;;;
Archi1998b;75.2340;Unknown;;No;No;;;
Archi1998c;75.1872;Unknown;;No;No;;;
Archi1998c;75.1871;Unknown;;No;No;;;
Archi1998c;75.2233;Unknown;;No;No;;;
Archi1998c;75.17655;Unknown;;No;No;;;
Archi1998c;75.2410;Unknown;;No;No;;;
Archi1998c;75.1380;Unknown;;No;No;;;
Archi1998c;75.1406;Unknown;;No;No;;;
Archi1998c;75.1413;Unknown;;No;No;;;
Archi1998c;75.1352;Unknown;;No;No;;;
Archi1998c;75.1402;Unknown;;No;No;;;
Archi1998c;75.2165;Unknown;;No;No;;;
Archi1998c;75.1727;Unknown;;No;No;;;
Archi1998c;75.2160;Unknown;;No;No;;;
Archi1998c;75.1297;Unknown;;No;No;;;
Archi1998c;75.10236;Unknown;;No;No;;;
Archi1998c;2752;Unknown;;No;No;;;
Archi1998c;75.1730+;Unknown;;No;No;;;
Archi1998c;75.1567;Unknown;;No;No;;;
Archi1998c;75.2249;Unknown;;No;No;;;
Archi1998c;75.2259;Unknown;;No;No;;;
Archi1998c;75.1863;Unknown;;No;No;;;
Archi1998c;75.1462;Unknown;;No;No;;;
Archi1998c;75.5698;Unknown;;No;No;;;
Archi1998c;75.1938;Unknown;;No;No;;;
Archi1998c;75.1873;Unknown;;No;No;;;
Archi1998c;75.1783;Unknown;;No;No;;;
Archi1998c;75.1937;Unknown;;No;No;;;
Archi1998c;75.2374;Unknown;;No;No;;;
Archi1998c;75.2164;Unknown;;No;No;;;
Archi1998c;75.1866;Unknown;;No;No;;;
Archi1998c;75.1299;Unknown;;No;No;;;
Archi1998c;75.1564;Unknown;;No;No;;;
Archi1998c;75.12683;Unknown;;No;No;;;
Archi1998c;75.1705;Unknown;;No;No;;;
Archi1998c;75.2367;Unknown;;No;No;;;
Archi1998c;75.1593;Unknown;;No;No;;;
Archi1998c;75.2420;Unknown;;No;No;;;
Archi1998c;.75;Unknown;;No;No;;;
Archi1998c;75.2222,78;Unknown;;No;No;;;
Archi1998c;75.2241;Unknown;;No;No;;;
Archi1998c;75.1410;Unknown;;No;No;;;
Archi1998c;75.2075;Unknown;;No;No;;;
Archi1998c;75.2342;Unknown;;No;No;;;
Archi1998c;1972–75;Unknown;;No;No;;;
Archi1998c;75.1787;Unknown;;No;No;;;
Archi1998c;75.2281;Unknown;;No;No;;;
Archi1998c;75.1243;Unknown;;No;No;;;
Archi1998c;75.1248;Unknown;;No;No;;;
Archi1998c;75.1258;Unknown;;No;No;;;
Archi1998g;75.1295;Unknown;;No;No;;;
Archi1998g;75.1348;Unknown;;No;No;;;
Archi1998g;75.1374;Unknown;;No;No;;;
Archi1998g;75.1421;Unknown;;No;No;;;
Archi1998g;75.1437;Unknown;;No;No;;;
Archi1998g;75.1442;Unknown;;No;No;;;
Archi1998g;75.1560;Unknown;;No;No;;;
Archi1998g;75.1769;Unknown;;No;No;;;
Archi1998g;75.1928;Unknown;;No;No;;;
Archi1998g;75.2526;Unknown;;No;No;;;
Archi1998g;75.10145;Unknown;;No;No;;;
Archi1998h;75.10146;Unknown;;No;No;;;
Archi1998h;75.1552;Unknown;;No;No;;;
Archi1998h;75.10026;Unknown;;No;No;;;
Archi1998h;75.1402;Unknown;;No;No;;;
Archi1998h;75.10132;Unknown;;No;No;;;
Archi1998h;75.2514;Unknown;;No;No;;;
Archi1998h;75.1450;Unknown;;No;No;;;
Archi1998h;75.2402;Unknown;;No;No;;;
Archi1998h;75.1357;Unknown;;No;No;;;
Archi1998h;75.6030;Unknown;;No;No;;;
Archi1998h;75.1373;Unknown;;No;No;;;
Archi1998h;75.2092;Unknown;;No;No;;;
Archi1998h;75.411;Unknown;;No;No;;;
Archi1998h;75.10182;Unknown;;No;No;;;
Archi1998h;75.1701;Unknown;;No;No;;;
Archi1998h;75.1336;Unknown;;No;No;;;
Archi1998h;75.266;Unknown;;No;No;;;
Archi1998h;75.2398;Unknown;;No;No;;;
Archi1998h;75.10091;Unknown;;No;No;;;
Archi1998h;75.1945;Unknown;;No;No;;;
Archi1998h;75.1381;Unknown;;No;No;;;
Archi1998h;75.10140;Unknown;;No;No;;;
Archi1998h;75.2596;Unknown;;No;No;;;
Archi1998h;75.10109;Unknown;;No;No;;;
Archi1998h;75.2631;Unknown;;No;No;;;
Archi1998h;75.2272;Unknown;;No;No;;;
Archi1998h;75.2426;Unknown;;No;No;;;
Archi1998h;75.1333;Unknown;;No;No;;;
Archi1998h;75.2310;Unknown;;No;No;;;
Archi1998h;75.933=;Unknown;;No;No;;;
Archi1998h;75.2199;Unknown;;No;No;;;
Archi1998h;75.1864;Unknown;;No;No;;;
Archi1998h;75.1527;Unknown;;No;No;;;
Archi1998h;75.2070;Unknown;;No;No;;;
Archi1998h;75.2073;Unknown;;No;No;;;
Archi1998h;775;Unknown;;No;No;;;
Archi1998h;"775;00";Unknown;;No;No;;;
Archi1998h;75.2244;Unknown;;No;No;;;
Archi1998h;75.2328;Unknown;;No;No;;;
Archi1998h;758;Unknown;;No;No;;;
Archi1998i;75.1903;Unknown;;No;No;;;
Archi1998i;75.1975;Unknown;;No;No;;;
Archi1998i;75.1950;Unknown;;No;No;;;
Archi1998i;475;Unknown;;No;No;;;
Archi1998i;475,5;Unknown;;No;No;;;
Archi1998i;750;Unknown;;No;No;;;
Archi1998i;75.10052;Unknown;;No;No;;;
Archi1998i;3.375;Unknown;;No;No;;;
Archi1998i;75.1731;Unknown;;No;No;;;
Archi1998i;75.1899;Unknown;;No;No;;;
Archi1998i;75.2373;Unknown;;No;No;;;
Archi1998i;75.1770;Unknown;;No;No;;;
Archi1998i;75.1780;Unknown;;No;No;;;
Archi1998i;75.10090;Unknown;;No;No;;;
Archi1998i;75.1430;Unknown;;No;No;;;
Archi1998i;75.1625;Unknown;;No;No;;;
Archi1998i;75.2460;Unknown;;No;No;;;
Archi1998i;75.1743;Unknown;;No;No;;;
Archi1998i;75.1960;Unknown;;No;No;;;
Archi1998i;75.1349;Unknown;;No;No;;;
Archi1998i;75.228;Unknown;;No;No;;;
Archi1998i;75.261;Unknown;;No;No;;;
Archi1999c;75.1655;Unknown;;No;No;;;
Archi1999c;75.245;Unknown;;No;No;;;
Archi1999c;75.1650;Unknown;;No;No;;;
Archi1999c;75.1964;Unknown;;No;No;;;
Archi1999c;75.10038;Unknown;;No;No;;;
Archi1999c;75.2512;Unknown;;No;No;;;
Archi1999c;75.10250;Unknown;;No;No;;;
Archi1999c;75.2634;Unknown;;No;No;;;
Archi1999c;275–;Unknown;;No;No;;;
Archi1999c;75.1263;Unknown;;No;No;;;
Archi1999c;75.1298;Unknown;;No;No;;;
Archi1999c;75.1318;Unknown;;No;No;;;
Archi1999c;75.1438;Unknown;;No;No;;;
Archi1999c;75.1585;Unknown;;No;No;;;
Archi1999c;75.1727;Unknown;;No;No;;;
Archi1999c;752269;Unknown;;No;No;;;
Archi1999c;75.10183;Unknown;;No;No;;;
Archi1999c;75.1797;Unknown;;No;No;;;
Archi1999c;75.10155;Unknown;;No;No;;;
Archi1999c;75.1870;Unknown;;No;No;;;
Archi1999c;75.2456;Unknown;;No;No;;;
Archi1999c;75.2417;Unknown;;No;No;;;
Archi1999c;75.10151;Unknown;;No;No;;;
Archi1999c;75.10125;Unknown;;No;No;;;
Archi1999c;75.1588;Unknown;;No;No;;;
Archi1999c;75.2352;Unknown;;No;No;;;
Archi1999c;75.2245;Unknown;;No;No;;;
Archi1999c;75.2278;Unknown;;No;No;;;
Archi1999c;75.2337;Unknown;;No;No;;;
Archi1999c;75.1946;Unknown;;No;No;;;
Archi1999c;75.1979;Unknown;;No;No;;;
Archi1999c;7.75;Unknown;;No;No;;;
Archi1999c;75.2600;Unknown;;No;No;;;
Archi1999c;75.10213;Unknown;;No;No;;;
Archi1999c;75.2538.;Unknown;;No;No;;;
Archi1999c;75.1569;Unknown;;No;No;;;
Archi1999c;75.1959;Unknown;;No;No;;;
Archi1999c;75.1493;Unknown;;No;No;;;
Archi1999c;75.1973;Unknown;;No;No;;;
Archi1999c;75.10129;Unknown;;No;No;;;
Archi1999c;75.2340;Unknown;;No;No;;;
Archi1999c;75.1472;Unknown;;No;No;;;
Archi1999c;75.10039;Unknown;;No;No;;;
Archi1999c;75.10277;Unknown;;No;No;;;
Archi1999c;75.1781;Unknown;;No;No;;;
Archi1999c;75.2239;Unknown;;No;No;;;
Archi1999c;75.2249;Unknown;;No;No;;;
Archi1999c;75.2418;Unknown;;No;No;;;
Archi1999c;75.2247;Unknown;;No;No;;;
Archi1999c;75.1792;Unknown;;No;No;;;
Archi1999c;75.1875;Unknown;;No;No;;;
Archi1999c;75.2556;Unknown;;No;No;;;
Archi1999c;75.1938;Unknown;;No;No;;;
Archi1999c;75;Unknown;;No;No;;;
Archi1999c;75.1745;Unknown;;No;No;;;
Archi1999c;75.2293;Unknown;;No;No;;;
Archi1999c;75.1389;Unknown;;No;No;;;
Archi1999c;75.2096;Unknown;;No;No;;;
Archi1999c;75.1879;Unknown;;No;No;;;
Archi1999c;75.1885;Unknown;;No;No;;;
Archi1999c;75.2443;Unknown;;No;No;;;
Archi1999c;75.1793;Unknown;;No;No;;;
Archi1999c;75.2233;Unknown;;No;No;;;
Archi1999c;75.1748;Unknown;;No;No;;;
Archi1999c;1775;Unknown;;No;No;;;
Archi1999c;75.2527;Unknown;;No;No;;;
Archi1999c;75.2491;Unknown;;No;No;;;
Archi1999c;75.1247;Unknown;;No;No;;;
Archi1999c;75.1840;Unknown;;No;No;;;
Archi1999d;75.1564;Unknown;;No;No;;;
Archi1999d;75.1771;Unknown;;No;No;;;
Archi1999d;75.1559;Unknown;;No;No;;;
Archi1999d;75.10143;Unknown;;No;No;;;
Archi1999d;75.1904;Unknown;;No;No;;;
Archi1999d;75.1860;Unknown;;No;No;;;
Archi1999d;75.2462;Unknown;;No;No;;;
Archi1999d;75.10074;Unknown;;No;No;;;
Archi1999d;75.2622;Unknown;;No;No;;;
Archi1999d;75.10202;Unknown;;No;No;;;
Archi1999d;75.2519;Unknown;;No;No;;;
Archi1999d;75.2289;Unknown;;No;No;;;
Archi1999d;75.10236;Unknown;;No;No;;;
Archi1999d;75.2072;Unknown;;No;No;;;
Archi1999d;75.2560;Unknown;;No;No;;;
Archi1999d;75.10041;Unknown;;No;No;;;
Archi1999d;75.1451;Unknown;;No;No;;;
Archi1999d;75.1383;Unknown;;No;No;;;
Archi1999d;75.1723;Unknown;;No;No;;;
Archi1999d;75.1674;Unknown;;No;No;;;
Archi1999d;75.2154;Unknown;;No;No;;;
Archi1999d;75.2074;Unknown;;No;No;;;
Archi2000a;75.2286;Quote;;No;Yes;;;
Archi2000a;75.10228;Quote;;No;Yes;;;
Archi2000a;75.1301;Quote;;No;Yes;;;
Archi2000a;75.2362;Quote;;No;Yes;;;
Archi2000a;75.2547;Quote;;No;Yes;;;
Archi2000b;75.2622;Unknown;;No;No;;;
Archi2000b;75.10088;Unknown;;No;No;;;
Archi2000b;75.10054;Unknown;;No;No;;;
Archi2000b;75.10077;Unknown;;No;No;;;
Archi2000c;1750–1700;Unknown;;No;No;;;
Archi2000c;1750–;Unknown;;No;No;;;
Archi2000c;75.1539;Unknown;;No;No;;;
Archi2000c;75.2286;Unknown;;No;No;;;
Archi2000c;75.1556;Unknown;;No;No;;;
Archi2000c;75.2341;Unknown;;No;No;;;
Archi2000c;75.2268;Unknown;;No;No;;;
Archi2000c;75.1908;Unknown;;No;No;;;
Archi2000c;75.1841;Unknown;;No;No;;;
Archi2000c;75.1261;Unknown;;No;No;;;
Archi2000c;75.1872;Unknown;;No;No;;;
Archi2000c;75.2442;Unknown;;No;No;;;
Archi2000c;75.1245;obv.X:17-18;Mention;No;Yes;;;
Archi2000d;75.1432;Unknown;;No;No;;;
Archi2000d;75.1546;Unknown;;No;No;;;
Archi2000d;75.2637+;Unknown;;No;No;;;
Archi2000d;75.2359;Unknown;;No;No;;;
Archi2000d;75.1558;Unknown;;No;No;;;
Archi2000d;75.1919;Unknown;;No;No;;;
Archi2000d;75.2333;Unknown;;No;No;;;
Archi2000d;75.3481+;Unknown;;No;No;;;
Archi2000d;675;Unknown;;No;No;;;
Archi2000d;75.2560+;Unknown;;No;No;;;
Archi2000d;274–75;Unknown;;No;No;;;
Archi2000d;75.1475;Unknown;;No;No;;;
Archi2000d;75.2079;Unknown;;No;No;;;
Archi2000d;75.1634+;Unknown;;No;No;;;
Archi2000d;75.2183;Unknown;;No;No;;;
Archi2000d;75.1661;Unknown;;No;No;;;
Archi2000d;75.1604;Unknown;;No;No;;;
Archi2000d;75.2469;Unknown;;No;No;;;
Archi2000d;75.1685;Unknown;;No;No;;;
Archi2000d;75.1485;Unknown;;No;No;;;
Archi2000d;75.10019;Unknown;;No;No;;;
Archi2000d;75.10195;Unknown;;No;No;;;
Archi2000d;75.2327;Unknown;;No;No;;;
Archi2000d;75.1397;Unknown;;No;No;;;
Archi2000d;75.10229;Unknown;;No;No;;;
Archi2000e;75.1944;Unknown;;No;No;;;
Archi2000e;75.2339;Unknown;;No;No;;;
Archi2000e;75.2276;Unknown;;No;No;;;
Archi2000e;75.2372.10;Unknown;;No;No;;;
Archi2000e;75.2372;Unknown;;No;No;;;
Archi2000e;75.2270;Unknown;;No;No;;;
Archi2000e;75.10272;Unknown;;No;No;;;
Archi2000e;75.10191;Unknown;;No;No;;;
Archi2000e;75.1923;Unknown;;No;No;;;
Archi2000e;75.1730;Unknown;;No;No;;;
Archi2000e;75.1764;Unknown;;No;No;;;
Archi2000e;75.2238;Unknown;;No;No;;;
Archi2000e;75.11010;Unknown;;No;No;;;
Archi2000e;75.3106+;Unknown;;No;No;;;
Archi2000e;75.2651;Unknown;;No;No;;;
Archi2000e;75.10218;Unknown;;No;No;;;
Archi2000e;75.2634;Unknown;;No;No;;;
Archi2000e;75.1827;Unknown;;No;No;;;
Archi2000f;368–375;Unknown;;No;No;;;
Archi2000f;473–75;Unknown;;No;No;;;
Archi2000f;75.2433+2509;Unknown;;No;No;;;
Archi2000f;75.1839;Unknown;;No;No;;;
Archi2000f;75.1411;Unknown;;No;No;;;
Archi2000f;75.1328;Unknown;;No;No;;;
Archi2000f;75.2487;Unknown;;No;No;;;
Archi2000f;75.2499;Unknown;;No;No;;;
Archi2000f;75.1395;Unknown;;No;No;;;
Archi2000f;75.2145;Unknown;;No;No;;;
Archi2000f;75.1642;Unknown;;No;No;;;
Archi2000f;75.1174;Unknown;;No;No;;;
Archi2000f;75.10201;Unknown;;No;No;;;
Archi2000f;759;Unknown;;No;No;;;
Archi2000f;75.2637;Unknown;;No;No;;;
Archi2000f;575–580;Unknown;;No;No;;;
Archi2000f;75.2008;Unknown;;No;No;;;
Archi2000f;1,175;Unknown;;No;No;;;
Archi2000f;75.2102;Unknown;;No;No;;;
Archi2000f;75.1985;Unknown;;No;No;;;
Archi2000f;75.12451;Unknown;;No;No;;;
Archi2000f;75.12561;Unknown;;No;No;;;
Archi2000f;75.1877;Unknown;;No;No;;;
Archi2000f;75.10244;Unknown;;No;No;;;
Archi2000f;75.1231;Unknown;;No;No;;;
Archi2000f;75.2301;Unknown;;No;No;;;
Archi2000f;75.2013;Unknown;;No;No;;;
Archi2000f;75.2012;Unknown;;No;No;;;
Archi2000f;75.2045;Unknown;;No;No;;;
Archi2000f;75.2170;Unknown;;No;No;;;
Archi2000f;73–75;Unknown;;No;No;;;
Archi2000f;75.10044;Unknown;;No;No;;;
Archi2000f;75.2560+6032;Unknown;;No;No;;;
Archi2000f;75.2527+2528;Unknown;;No;No;;;
Archi2000f;75.1698;Unknown;;No;No;;;
Archi2000f;75.2383;Unknown;;No;No;;;
Archi2000f;75.2574;Unknown;;No;No;;;
Archi2000f;75.2037;Unknown;;No;No;;;
Archi2000f;75.10187;Unknown;;No;No;;;
Archi2000f;75.2451;Unknown;;No;No;;;
Archi2000f;75.1741;Unknown;;No;No;;;
Archi2000f;75.10219;Unknown;;No;No;;;
Archi2000f;75.1902;Unknown;;No;No;;;
Archi2000f;75.1902;Unknown;;No;No;;;
Archi2000f;75.1878;Unknown;;No;No;;;
Archi2000f;174–175;Unknown;;No;No;;;
Archi2000f;5.1918;Unknown;;No;No;;;
Archi2000f;75.1358;Unknown;;No;No;;;
Archi2000f;75.10210;Unknown;;No;No;;;
Archi2000f;75.2377;Unknown;;No;No;;;
Archi2000f;75.2305;Unknown;;No;No;;;
Archi2000f;75.1463;Unknown;;No;No;;;
Archi2000f;75.1690;Unknown;;No;No;;;
Archi2000f;75.2260;Unknown;;No;No;;;
Archi2000f;374–375;Unknown;;No;No;;;
Archi2000f;75.2362+;Unknown;;No;No;;;
Archi2000f;75.2331;Unknown;;No;No;;;
Archi2000f;75.2089;Unknown;;No;No;;;
Archi2000f;75.10170;Unknown;;No;No;;;
Archi2000f;75.1382;Unknown;;No;No;;;
Archi2000f;75.2165;Unknown;;No;No;;;
Archi2000f;75.1340;Unknown;;No;No;;;
Archi2000f;75.1417;Unknown;;No;No;;;
Archi2000f;75.2551;Unknown;;No;No;;;
Archi2000f;75.2082;Unknown;;No;No;;;
Archi2000f;75.2597;Unknown;;No;No;;;
Archi2000f;75.1223;Unknown;;No;No;;;
Archi2000f;75.1910;Unknown;;No;No;;;
Archi2000f;2.75;Unknown;;No;No;;;
Archi2000f;75.1536;Unknown;;No;No;;;
Archi2000f;75.10142;Unknown;;No;No;;;
Archi2000f;75.1705;Unknown;;No;No;;;
Archi2000f;75.3481;Unknown;;No;No;;;
Archi2000f;75.10096;Unknown;;No;No;;;
Archi2000f;75.214315;Unknown;;No;No;;;
Archi2000f;75.2627;Unknown;;No;No;;;
Archi2000f;75.1661;Unknown;;No;No;;;
Archi2000f;75.10211;Unknown;;No;No;;;
Archi2000f;“475;Unknown;;No;No;;;
Archi2000f;75.2577;Unknown;;No;No;;;
Archi2000f;975;Unknown;;No;No;;;
Archi2000f;75.1798;Unknown;;No;No;;;
Archi2000f;75.1831;Unknown;;No;No;;;
Archi2000f;75.3863;Unknown;;No;No;;;
Archi2001c;75.2646;Unknown;;No;No;;;
Archi2001c;75.1767;Unknown;;No;No;;;
Archi2001c;75.12448+;Unknown;;No;No;;;
Archi2001c;75.12488+;Unknown;;No;No;;;
Archi2001c;75.2646+;Unknown;;No;No;;;
Archi2001c;5,75;Unknown;;No;No;;;
