Document;Tablet;Passage;Type;Published;Checked;Chronology;Typology;Notes
ArchiBiga1982;75.3331[];Unknown;;No;No;;;
ArchiBiga1982;75.3332[];Unknown;;No;No;;;
ArchiBiga1982;75.3338[];Unknown;;No;No;;;
ArchiBiga1982;75.3333[];Unknown;;No;No;;;
ArchiBiga1982;75.3339[];Unknown;;No;No;;;
ArchiBiga1982;75.3340[];Unknown;;No;No;;;
ArchiBiga1982;75.3345[];Unknown;;No;No;;;
ArchiBiga1982;75.3346[];Unknown;;No;No;;;
ArchiBiga1982;75.3347[];Unknown;;No;No;;;
ArchiBiga1982;75.3341[];Unknown;;No;No;;;
ArchiBiga1982;75.3348[];Unknown;;No;No;;;
ArchiBiga1982;75.3342[];Unknown;;No;No;;;
ArchiBiga1982;75.3349[];Unknown;;No;No;;;
ArchiBiga1982;75.3343[];Unknown;;No;No;;;
ArchiBiga1982;75.3350[];Unknown;;No;No;;;
ArchiBiga1982;75.3344[];Unknown;;No;No;;;
ArchiBiga1982;75.3351[];Unknown;;No;No;;;
ArchiBiga1982;75.3357[];Unknown;;No;No;;;
ArchiBiga1982;75.3352[];Unknown;;No;No;;;
ArchiBiga1982;75.3358[];Unknown;;No;No;;;
ArchiBiga1982;75.3353[];Unknown;;No;No;;;
ArchiBiga1982;75.3359[];Unknown;;No;No;;;
ArchiBiga1982;75.3354[];Unknown;;No;No;;;
ArchiBiga1982;75.3360[];Unknown;;No;No;;;
ArchiBiga1982;75.3361[];Unknown;;No;No;;;
ArchiBiga1982;75.3355[];Unknown;;No;No;;;
ArchiBiga1982;75.3362[];Unknown;;No;No;;;
ArchiBiga1982;75.3356[];Unknown;;No;No;;;
ArchiBiga1982;75.3363[];Unknown;;No;No;;;
ArchiBiga1982;75.3368[];Unknown;;No;No;;;
ArchiBiga1982;75.3365[];Unknown;;No;No;;;
ArchiBiga1982;75.3366[];Unknown;;No;No;;;
ArchiBiga1982;75.3370[];Unknown;;No;No;;;
ArchiBiga1982;75.3371[];Unknown;;No;No;;;
ArchiBiga1982;75.3372[];Unknown;;No;No;;;
ArchiBiga1982;75.3373[];Unknown;;No;No;;;
ArchiBiga1982;75.3378[];Unknown;;No;No;;;
ArchiBiga1982;75.3379[];Unknown;;No;No;;;
ArchiBiga1982;75.3374[];Unknown;;No;No;;;
ArchiBiga1982;75.3380[];Unknown;;No;No;;;
ArchiBiga1982;75.3375[];Unknown;;No;No;;;
ArchiBiga1982;75.3381[];Unknown;;No;No;;;
ArchiBiga1982;75.3376[];Unknown;;No;No;;;
ArchiBiga1982;75.3382[];Unknown;;No;No;;;
ArchiBiga1982;75.3377[];Unknown;;No;No;;;
ArchiBiga1982;75.3383[];Unknown;;No;No;;;
ArchiBiga1982;75.3386[];Unknown;;No;No;;;
ArchiBiga1982;75.3384[];Unknown;;No;No;;;
ArchiBiga1982;75.3387[];Unknown;;No;No;;;
ArchiBiga1982;75.3385[];Unknown;;No;No;;;
ArchiBiga1982;75.3388[];Unknown;;No;No;;;
ArchiBiga1982;75.3391[];Unknown;;No;No;;;
ArchiBiga1982;75.3389[];Unknown;;No;No;;;
ArchiBiga1982;75.3392[];Unknown;;No;No;;;
ArchiBiga1982;75.3390[];Unknown;;No;No;;;
ArchiBiga1982;75.3395[];Unknown;;No;No;;;
ArchiBiga1982;75.3396[];Unknown;;No;No;;;
ArchiBiga1982;75.3398[];Unknown;;No;No;;;
ArchiBiga1982;75.3405[];Unknown;;No;No;;;
ArchiBiga1982;75.3399[];Unknown;;No;No;;;
ArchiBiga1982;75.3406[];Unknown;;No;No;;;
ArchiBiga1982;75.3401[];Unknown;;No;No;;;
ArchiBiga1982;75.3402[];Unknown;;No;No;;;
ArchiBiga1982;75.3407[];Unknown;;No;No;;;
ArchiBiga1982;75.3403[];Unknown;;No;No;;;
ArchiBiga1982;75.3410[];Unknown;;No;No;;;
ArchiBiga1982;75.3404[];Unknown;;No;No;;;
ArchiBiga1982;75.3411[];Unknown;;No;No;;;
ArchiBiga1982;75.3413[];Unknown;;No;No;;;
ArchiBiga1982;75.3418[];Unknown;;No;No;;;
ArchiBiga1982;75.3419[];Unknown;;No;No;;;
ArchiBiga1982;75.3415[];Unknown;;No;No;;;
ArchiBiga1982;75.3420[];Unknown;;No;No;;;
ArchiBiga1982;75.3416[];Unknown;;No;No;;;
ArchiBiga1982;75.3421[];Unknown;;No;No;;;
ArchiBiga1982;75.3417[];Unknown;;No;No;;;
ArchiBiga1982;75.3422[];Unknown;;No;No;;;
ArchiBiga1982;75.3427[];Unknown;;No;No;;;
ArchiBiga1982;75.3423[];Unknown;;No;No;;;
ArchiBiga1982;75.3424[];Unknown;;No;No;;;
ArchiBiga1982;75.3428[];Unknown;;No;No;;;
ArchiBiga1982;75.3425[];Unknown;;No;No;;;
ArchiBiga1982;75.3429[];Unknown;;No;No;;;
ArchiBiga1982;75.3426[];Unknown;;No;No;;;
ArchiBiga1982;75.3435[];Unknown;;No;No;;;
ArchiBiga1982;375[];Unknown;;No;No;;;
ArchiBiga1982;75.3436[];Unknown;;No;No;;;
ArchiBiga1982;75.3443[];Unknown;;No;No;;;
ArchiBiga1982;75.3437[];Unknown;;No;No;;;
ArchiBiga1982;75.3444[];Unknown;;No;No;;;
ArchiBiga1982;75.3445[];Unknown;;No;No;;;
ArchiBiga1982;75.3439[];Unknown;;No;No;;;
ArchiBiga1982;75.3446[];Unknown;;No;No;;;
ArchiBiga1982;75.3447[];Unknown;;No;No;;;
ArchiBiga1982;75.3448[];Unknown;;No;No;;;
ArchiBiga1982;75.3441[];Unknown;;No;No;;;
ArchiBiga1982;75.3449[];Unknown;;No;No;;;
ArchiBiga1982;75.3456[];Unknown;;No;No;;;
ArchiBiga1982;75.3450[];Unknown;;No;No;;;
ArchiBiga1982;75.3457[];Unknown;;No;No;;;
ArchiBiga1982;75.3451[];Unknown;;No;No;;;
ArchiBiga1982;75.3458[];Unknown;;No;No;;;
ArchiBiga1982;75.3452[];Unknown;;No;No;;;
ArchiBiga1982;75.3459[];Unknown;;No;No;;;
ArchiBiga1982;75.3453[];Unknown;;No;No;;;
ArchiBiga1982;75.3460[];Unknown;;No;No;;;
ArchiBiga1982;75.3454[];Unknown;;No;No;;;
ArchiBiga1982;75.3461[];Unknown;;No;No;;;
ArchiBiga1982;75.3455[];Unknown;;No;No;;;
ArchiBiga1982;75.3462[];Unknown;;No;No;;;
ArchiBiga1982;75.3466[];Unknown;;No;No;;;
ArchiBiga1982;75.3467[];Unknown;;No;No;;;
ArchiBiga1982;75.3463[];Unknown;;No;No;;;
ArchiBiga1982;75.3468[];Unknown;;No;No;;;
ArchiBiga1982;75.3464[];Unknown;;No;No;;;
ArchiBiga1982;75.3469[];Unknown;;No;No;;;
ArchiBiga1982;75.3465[];Unknown;;No;No;;;
ArchiBiga1982;75.3470[];Unknown;;No;No;;;
ArchiBiga1982;75.3471[];Unknown;;No;No;;;
ArchiBiga1982;75.3476[];Unknown;;No;No;;;
ArchiBiga1982;75.3472[];Unknown;;No;No;;;
ArchiBiga1982;75.3477[];Unknown;;No;No;;;
ArchiBiga1982;75.3473[];Unknown;;No;No;;;
ArchiBiga1982;75.3478[];Unknown;;No;No;;;
ArchiBiga1982;75.3474[];Unknown;;No;No;;;
ArchiBiga1982;75.3479[];Unknown;;No;No;;;
ArchiBiga1982;75.3475[];Unknown;;No;No;;;
ArchiBiga1982;75.3480[];Unknown;;No;No;;;
ArchiBiga1982;75.3481[];Unknown;;No;No;;;
ArchiBiga1982;75.3485[];Unknown;;No;No;;;
ArchiBiga1982;75.3482[];Unknown;;No;No;;;
ArchiBiga1982;75.3486[];Unknown;;No;No;;;
ArchiBiga1982;75.3483[];Unknown;;No;No;;;
ArchiBiga1982;75.3487[];Unknown;;No;No;;;
ArchiBiga1982;75.3484[];Unknown;;No;No;;;
ArchiBiga1982;75.3488[];Unknown;;No;No;;;
ArchiBiga1982;75.3489[];Unknown;;No;No;;;
ArchiBiga1982;75.3495[];Unknown;;No;No;;;
ArchiBiga1982;75.3496[];Unknown;;No;No;;;
ArchiBiga1982;75.3490[];Unknown;;No;No;;;
ArchiBiga1982;75.3497[];Unknown;;No;No;;;
ArchiBiga1982;75.3491[];Unknown;;No;No;;;
ArchiBiga1982;75.3498[];Unknown;;No;No;;;
ArchiBiga1982;75.3492[];Unknown;;No;No;;;
ArchiBiga1982;.75[];Unknown;;No;No;;;
ArchiBiga1982;75.3493[];Unknown;;No;No;;;
ArchiBiga1982;75.3500[];Unknown;;No;No;;;
ArchiBiga1982;75.3494[];Unknown;;No;No;;;
ArchiBiga1982;75.3501[];Unknown;;No;No;;;
ArchiBiga1982;75.3502[];Unknown;;No;No;;;
ArchiBiga1982;75.3503[];Unknown;;No;No;;;
ArchiBiga1982;(r75.0.3505[];Unknown;;No;No;;;
ArchiBiga1982;75.3504[];Unknown;;No;No;;;
ArchiBiga1982;75.3506[];Unknown;;No;No;;;
ArchiBiga1982;75.3507[];Unknown;;No;No;;;
ArchiBiga1982;75.3508[];Unknown;;No;No;;;
ArchiBiga1982;75.3514[];Unknown;;No;No;;;
ArchiBiga1982;75.3509[];Unknown;;No;No;;;
ArchiBiga1982;75.3515[];Unknown;;No;No;;;
ArchiBiga1982;75.3510[];Unknown;;No;No;;;
ArchiBiga1982;75.3516[];Unknown;;No;No;;;
ArchiBiga1982;75.3511[];Unknown;;No;No;;;
ArchiBiga1982;75.3517[];Unknown;;No;No;;;
ArchiBiga1982;75.3518[];Unknown;;No;No;;;
ArchiBiga1982;75.3512[];Unknown;;No;No;;;
ArchiBiga1982;75.3519[];Unknown;;No;No;;;
ArchiBiga1982;75.3513[];Unknown;;No;No;;;
ArchiBiga1982;75.3520[];Unknown;;No;No;;;
ArchiBiga1982;75.3522[];Unknown;;No;No;;;
ArchiBiga1982;75.3521[];Unknown;;No;No;;;
ArchiBiga1982;75.3523[];Unknown;;No;No;;;
ArchiBiga1982;75.3525[];Unknown;;No;No;;;
ArchiBiga1982;75.3526[];Unknown;;No;No;;;
ArchiBiga1982;75.3524[];Unknown;;No;No;;;
ArchiBiga1982;75.3529[];Unknown;;No;No;;;
ArchiBiga1982;75.3531[];Unknown;;No;No;;;
ArchiBiga1982;75.3530[];Unknown;;No;No;;;
ArchiBiga1982;75.3532[];Unknown;;No;No;;;
ArchiBiga1982;75.3533[];Unknown;;No;No;;;
ArchiBiga1982;75.3535[];Unknown;;No;No;;;
ArchiBiga1982;75.3534[];Unknown;;No;No;;;
ArchiBiga1982;75.3536[];Unknown;;No;No;;;
ArchiBiga1982;75.3540[];Unknown;;No;No;;;
ArchiBiga1982;75.3541[];Unknown;;No;No;;;
ArchiBiga1982;75.3542[];Unknown;;No;No;;;
ArchiBiga1982;75.3543[];Unknown;;No;No;;;
ArchiBiga1982;75.3537[];Unknown;;No;No;;;
ArchiBiga1982;75.3538[];Unknown;;No;No;;;
ArchiBiga1982;75.3544[];Unknown;;No;No;;;
ArchiBiga1982;75.3539[];Unknown;;No;No;;;
ArchiBiga1982;75.3545[];Unknown;;No;No;;;
ArchiBiga1982;75.3553[];Unknown;;No;No;;;
ArchiBiga1982;75.546[];Unknown;;No;No;;;
ArchiBiga1982;75.3554[];Unknown;;No;No;;;
ArchiBiga1982;75.3547[];Unknown;;No;No;;;
ArchiBiga1982;75.3548[];Unknown;;No;No;;;
ArchiBiga1982;75.3555[];Unknown;;No;No;;;
ArchiBiga1982;75.3549[];Unknown;;No;No;;;
ArchiBiga1982;75.3556[];Unknown;;No;No;;;
ArchiBiga1982;75.3550[];Unknown;;No;No;;;
ArchiBiga1982;75.3557[];Unknown;;No;No;;;
ArchiBiga1982;75.3551[];Unknown;;No;No;;;
ArchiBiga1982;75.3558[];Unknown;;No;No;;;
ArchiBiga1982;75.3552[];Unknown;;No;No;;;
ArchiBiga1982;75.3559[];Unknown;;No;No;;;
ArchiBiga1982;75.3563[];Unknown;;No;No;;;
ArchiBiga1982;75.3564[];Unknown;;No;No;;;
ArchiBiga1982;75.3560[];Unknown;;No;No;;;
ArchiBiga1982;75.3565[];Unknown;;No;No;;;
ArchiBiga1982;75.3561[];Unknown;;No;No;;;
ArchiBiga1982;75.3566[];Unknown;;No;No;;;
ArchiBiga1982;75.3562[];Unknown;;No;No;;;
ArchiBiga1982;75.3567[];Unknown;;No;No;;;
ArchiBiga1982;75.3572[];Unknown;;No;No;;;
ArchiBiga1982;75.3568[];Unknown;;No;No;;;
ArchiBiga1982;75.3569[];Unknown;;No;No;;;
ArchiBiga1982;75.3573[];Unknown;;No;No;;;
ArchiBiga1982;75.3570[];Unknown;;No;No;;;
ArchiBiga1982;75.3571[];Unknown;;No;No;;;
ArchiBiga1982;75.3575[];Unknown;;No;No;;;
ArchiBiga1982;75.3576[];Unknown;;No;No;;;
ArchiBiga1982;75.3580[];Unknown;;No;No;;;
ArchiBiga1982;75.3581[];Unknown;;No;No;;;
ArchiBiga1982;75.3577[];Unknown;;No;No;;;
ArchiBiga1982;75.3582[];Unknown;;No;No;;;
ArchiBiga1982;75.3578[];Unknown;;No;No;;;
ArchiBiga1982;75.3583[];Unknown;;No;No;;;
ArchiBiga1982;75.3579[];Unknown;;No;No;;;
ArchiBiga1982;75.3584[];Unknown;;No;No;;;
ArchiBiga1982;75.3585[];Unknown;;No;No;;;
ArchiBiga1982;75.3590[];Unknown;;No;No;;;
ArchiBiga1982;75.3591[];Unknown;;No;No;;;
ArchiBiga1982;75.3586[];Unknown;;No;No;;;
ArchiBiga1982;75.3592[];Unknown;;No;No;;;
ArchiBiga1982;75.3587+3595[];Unknown;;No;No;;;
ArchiBiga1982;75.3588[];Unknown;;No;No;;;
ArchiBiga1982;75.3593[];Unknown;;No;No;;;
ArchiBiga1982;75.3589[];Unknown;;No;No;;;
ArchiBiga1982;75.3597[];Unknown;;No;No;;;
ArchiBiga1982;75.3598[];Unknown;;No;No;;;
ArchiBiga1982;75.3594[];Unknown;;No;No;;;
ArchiBiga1982;75.3595[];Unknown;;No;No;;;
ArchiBiga1982;75.3596[];Unknown;;No;No;;;
ArchiBiga1982;75.3599[];Unknown;;No;No;;;
ArchiBiga1982;75.3600[];Unknown;;No;No;;;
ArchiBiga1982;75.3605[];Unknown;;No;No;;;
ArchiBiga1982;75.3601[];Unknown;;No;No;;;
ArchiBiga1982;75.3602[];Unknown;;No;No;;;
ArchiBiga1982;75.3606[];Unknown;;No;No;;;
ArchiBiga1982;75.3603[];Unknown;;No;No;;;
ArchiBiga1982;75.3607[];Unknown;;No;No;;;
ArchiBiga1982;75.3604[];Unknown;;No;No;;;
ArchiBiga1982;75.3608+3609[];Unknown;;No;No;;;
ArchiBiga1982;75.3610[];Unknown;;No;No;;;
ArchiBiga1982;75.3616[];Unknown;;No;No;;;
ArchiBiga1982;75.3611[];Unknown;;No;No;;;
ArchiBiga1982;75.3612[];Unknown;;No;No;;;
ArchiBiga1982;75.3618[];Unknown;;No;No;;;
ArchiBiga1982;75.3613[];Unknown;;No;No;;;
ArchiBiga1982;75.3619[];Unknown;;No;No;;;
ArchiBiga1982;75.3614[];Unknown;;No;No;;;
ArchiBiga1982;75.3615[];Unknown;;No;No;;;
ArchiBiga1982;75.3620[];Unknown;;No;No;;;
ArchiBiga1982;75.3621[];Unknown;;No;No;;;
ArchiBiga1982;75.3627[];Unknown;;No;No;;;
ArchiBiga1982;75.3622[];Unknown;;No;No;;;
ArchiBiga1982;75.3628[];Unknown;;No;No;;;
ArchiBiga1982;75.3623[];Unknown;;No;No;;;
ArchiBiga1982;75.3624[];Unknown;;No;No;;;
ArchiBiga1982;75.3630[];Unknown;;No;No;;;
ArchiBiga1982;75.3625[];Unknown;;No;No;;;
ArchiBiga1982;75.3626[];Unknown;;No;No;;;
ArchiBiga1982;75.3631[];Unknown;;No;No;;;
ArchiBiga1982;75.3638[];Unknown;;No;No;;;
ArchiBiga1982;75.3632[];Unknown;;No;No;;;
ArchiBiga1982;75.3639[];Unknown;;No;No;;;
ArchiBiga1982;75.3633[];Unknown;;No;No;;;
ArchiBiga1982;75.3640[];Unknown;;No;No;;;
ArchiBiga1982;75.3634[];Unknown;;No;No;;;
ArchiBiga1982;75.3641[];Unknown;;No;No;;;
ArchiBiga1982;75.3636[];Unknown;;No;No;;;
ArchiBiga1982;75.3642[];Unknown;;No;No;;;
ArchiBiga1982;75.3637[];Unknown;;No;No;;;
ArchiBiga1982;75.3643[];Unknown;;No;No;;;
ArchiBiga1982;575[];Unknown;;No;No;;;
ArchiBiga1982;75.3644[];Unknown;;No;No;;;
ArchiBiga1982;75.3650[];Unknown;;No;No;;;
ArchiBiga1982;75.3645[];Unknown;;No;No;;;
ArchiBiga1982;75.3651[];Unknown;;No;No;;;
ArchiBiga1982;.75.3646[];Unknown;;No;No;;;
ArchiBiga1982;75.3652[];Unknown;;No;No;;;
ArchiBiga1982;75.3653[];Unknown;;No;No;;;
ArchiBiga1982;75.3647[];Unknown;;No;No;;;
ArchiBiga1982;75.3648[];Unknown;;No;No;;;
ArchiBiga1982;75.3649[];Unknown;;No;No;;;
ArchiBiga1982;75.3654[];Unknown;;No;No;;;
ArchiBiga1982;75.3658[];Unknown;;No;No;;;
ArchiBiga1982;75.3655[];Unknown;;No;No;;;
ArchiBiga1982;75.3659[];Unknown;;No;No;;;
ArchiBiga1982;75.3656[];Unknown;;No;No;;;
ArchiBiga1982;75.3660+3662[];Unknown;;No;No;;;
ArchiBiga1982;75.3661[];Unknown;;No;No;;;
ArchiBiga1982;75.3657[];Unknown;;No;No;;;
ArchiBiga1982;75.3662[];Unknown;;No;No;;;
ArchiBiga1982;75.3663[];Unknown;;No;No;;;
ArchiBiga1982;75.3664[];Unknown;;No;No;;;
ArchiBiga1982;75.3669[];Unknown;;No;No;;;
ArchiBiga1982;75.3665+3702[];Unknown;;No;No;;;
ArchiBiga1982;75.3670[];Unknown;;No;No;;;
ArchiBiga1982;75.3666[];Unknown;;No;No;;;
ArchiBiga1982;75.3671[];Unknown;;No;No;;;
ArchiBiga1982;75.3672[];Unknown;;No;No;;;
ArchiBiga1982;75.3667[];Unknown;;No;No;;;
ArchiBiga1982;75.3673[];Unknown;;No;No;;;
ArchiBiga1982;75.3668[];Unknown;;No;No;;;
ArchiBiga1982;75.3674[];Unknown;;No;No;;;
ArchiBiga1982;75.3675[];Unknown;;No;No;;;
ArchiBiga1982;75.3680[];Unknown;;No;No;;;
ArchiBiga1982;75.3676[];Unknown;;No;No;;;
ArchiBiga1982;75.368[];Unknown;;No;No;;;
ArchiBiga1982;75.3677[];Unknown;;No;No;;;
ArchiBiga1982;75.3682[];Unknown;;No;No;;;
ArchiBiga1982;75.3678[];Unknown;;No;No;;;
ArchiBiga1982;75.3683[];Unknown;;No;No;;;
ArchiBiga1982;75.3679[];Unknown;;No;No;;;
ArchiBiga1982;75.3684[];Unknown;;No;No;;;
ArchiBiga1982;75.3685[];Unknown;;No;No;;;
ArchiBiga1982;75.3690[];Unknown;;No;No;;;
ArchiBiga1982;75.3691[];Unknown;;No;No;;;
ArchiBiga1982;75.3686[];Unknown;;No;No;;;
ArchiBiga1982;75.3692[];Unknown;;No;No;;;
ArchiBiga1982;75.3687[];Unknown;;No;No;;;
ArchiBiga1982;75.3693[];Unknown;;No;No;;;
ArchiBiga1982;75.3688[];Unknown;;No;No;;;
ArchiBiga1982;75.3694[];Unknown;;No;No;;;
ArchiBiga1982;75.3689[];Unknown;;No;No;;;
ArchiBiga1982;75.3695[];Unknown;;No;No;;;
ArchiBiga1982;75.3699[];Unknown;;No;No;;;
ArchiBiga1982;75.3696[];Unknown;;No;No;;;
ArchiBiga1982;75.3700[];Unknown;;No;No;;;
ArchiBiga1982;.175[];Unknown;;No;No;;;
ArchiBiga1982;75.3701[];Unknown;;No;No;;;
ArchiBiga1982;75.3702[];Unknown;;No;No;;;
ArchiBiga1982;75.3698[];Unknown;;No;No;;;
ArchiBiga1982;75.3703[];Unknown;;No;No;;;
ArchiBiga1982;75.3704[];Unknown;;No;No;;;
ArchiBiga1982;75.3705[];Unknown;;No;No;;;
ArchiBiga1982;75.3708[];Unknown;;No;No;;;
ArchiBiga1982;75.3709[];Unknown;;No;No;;;
ArchiBiga1982;75.3706[];Unknown;;No;No;;;
ArchiBiga1982;75.3710[];Unknown;;No;No;;;
ArchiBiga1982;75.3711[];Unknown;;No;No;;;
ArchiBiga1982;75.3712[];Unknown;;No;No;;;
ArchiBiga1982;75.3707[];Unknown;;No;No;;;
ArchiBiga1982;75.3713[];Unknown;;No;No;;;
ArchiBiga1982;75.3714[];Unknown;;No;No;;;
ArchiBiga1982;75.3718[];Unknown;;No;No;;;
ArchiBiga1982;75.3715[];Unknown;;No;No;;;
ArchiBiga1982;75.3719[];Unknown;;No;No;;;
ArchiBiga1982;75.3720[];Unknown;;No;No;;;
ArchiBiga1982;75.3716[];Unknown;;No;No;;;
ArchiBiga1982;75.3721[];Unknown;;No;No;;;
ArchiBiga1982;75.3722[];Unknown;;No;No;;;
ArchiBiga1982;75.3717[];Unknown;;No;No;;;
ArchiBiga1982;75.3723[];Unknown;;No;No;;;
ArchiBiga1982;75.3730[];Unknown;;No;No;;;
ArchiBiga1982;75.3724[];Unknown;;No;No;;;
ArchiBiga1982;75.3731[];Unknown;;No;No;;;
ArchiBiga1982;75.3725[];Unknown;;No;No;;;
ArchiBiga1982;75.3726[];Unknown;;No;No;;;
ArchiBiga1982;75.3732[];Unknown;;No;No;;;
ArchiBiga1982;75.3727[];Unknown;;No;No;;;
ArchiBiga1982;75.3733[];Unknown;;No;No;;;
ArchiBiga1982;75.3728[];Unknown;;No;No;;;
ArchiBiga1982;75.3734+3735+3738[];Unknown;;No;No;;;
ArchiBiga1982;75.3729[];Unknown;;No;No;;;
ArchiBiga1982;75.3736[];Unknown;;No;No;;;
ArchiBiga1982;75.3742[];Unknown;;No;No;;;
ArchiBiga1982;75.3743[];Unknown;;No;No;;;
ArchiBiga1982;75.3737[];Unknown;;No;No;;;
ArchiBiga1982;75.3738[];Unknown;;No;No;;;
ArchiBiga1982;75.3739[];Unknown;;No;No;;;
ArchiBiga1982;75.3745[];Unknown;;No;No;;;
ArchiBiga1982;75.3740[];Unknown;;No;No;;;
ArchiBiga1982;75.3746[];Unknown;;No;No;;;
ArchiBiga1982;75.3741[];Unknown;;No;No;;;
ArchiBiga1982;75.3747[];Unknown;;No;No;;;
ArchiBiga1982;75.3748[];Unknown;;No;No;;;
ArchiBiga1982;75.3754[];Unknown;;No;No;;;
ArchiBiga1982;75.3755[];Unknown;;No;No;;;
ArchiBiga1982;675[];Unknown;;No;No;;;
ArchiBiga1982;75.3749[];Unknown;;No;No;;;
ArchiBiga1982;75.3756[];Unknown;;No;No;;;
ArchiBiga1982;75.3750[];Unknown;;No;No;;;
ArchiBiga1982;75.3751[];Unknown;;No;No;;;
ArchiBiga1982;75.3757[];Unknown;;No;No;;;
ArchiBiga1982;75.3752[];Unknown;;No;No;;;
ArchiBiga1982;75.3758[];Unknown;;No;No;;;
ArchiBiga1982;75.3753[];Unknown;;No;No;;;
ArchiBiga1982;75.3759[];Unknown;;No;No;;;
ArchiBiga1982;75.3765[];Unknown;;No;No;;;
ArchiBiga1982;75.3766[];Unknown;;No;No;;;
ArchiBiga1982;75.3760[];Unknown;;No;No;;;
ArchiBiga1982;75.3761[];Unknown;;No;No;;;
ArchiBiga1982;75.3768[];Unknown;;No;No;;;
ArchiBiga1982;75.3762[];Unknown;;No;No;;;
ArchiBiga1982;75.3764+3773[];Unknown;;No;No;;;
ArchiBiga1982;75.3769[];Unknown;;No;No;;;
ArchiBiga1982;75.3776[];Unknown;;No;No;;;
ArchiBiga1982;75.3770[];Unknown;;No;No;;;
ArchiBiga1982;75.3777[];Unknown;;No;No;;;
ArchiBiga1982;75.3771[];Unknown;;No;No;;;
ArchiBiga1982;75.3778[];Unknown;;No;No;;;
ArchiBiga1982;75.3772[];Unknown;;No;No;;;
ArchiBiga1982;75.3779[];Unknown;;No;No;;;
ArchiBiga1982;75.3780+3785[];Unknown;;No;No;;;
ArchiBiga1982;75.3773[];Unknown;;No;No;;;
ArchiBiga1982;75.3774[];Unknown;;No;No;;;
ArchiBiga1982;75.3781[];Unknown;;No;No;;;
ArchiBiga1982;75.3775[];Unknown;;No;No;;;
ArchiBiga1982;75.3782[];Unknown;;No;No;;;
ArchiBiga1982;75.3789+3803[];Unknown;;No;No;;;
ArchiBiga1982;75.3783[];Unknown;;No;No;;;
ArchiBiga1982;75.3790[];Unknown;;No;No;;;
ArchiBiga1982;75.3784[];Unknown;;No;No;;;
ArchiBiga1982;75.3791[];Unknown;;No;No;;;
ArchiBiga1982;75.3785[];Unknown;;No;No;;;
ArchiBiga1982;75.3786[];Unknown;;No;No;;;
ArchiBiga1982;75.3792[];Unknown;;No;No;;;
ArchiBiga1982;75.3787[];Unknown;;No;No;;;
ArchiBiga1982;75.3793[];Unknown;;No;No;;;
ArchiBiga1982;75.3788[];Unknown;;No;No;;;
ArchiBiga1982;75.3795[];Unknown;;No;No;;;
ArchiBiga1982;75.3796[];Unknown;;No;No;;;
ArchiBiga1982;75.3801[];Unknown;;No;No;;;
ArchiBiga1982;75.3797[];Unknown;;No;No;;;
ArchiBiga1982;75.3802[];Unknown;;No;No;;;
ArchiBiga1982;75.3798[];Unknown;;No;No;;;
ArchiBiga1982;75.3803[];Unknown;;No;No;;;
ArchiBiga1982;75.3804[];Unknown;;No;No;;;
ArchiBiga1982;75.3799[];Unknown;;No;No;;;
ArchiBiga1982;75.3805[];Unknown;;No;No;;;
ArchiBiga1982;75.3800[];Unknown;;No;No;;;
ArchiBiga1982;75.3806[];Unknown;;No;No;;;
ArchiBiga1982;75.3807[];Unknown;;No;No;;;
ArchiBiga1982;75.3812+3828+3833838[];Unknown;;No;No;;;
ArchiBiga1982;75.3808[];Unknown;;No;No;;;
ArchiBiga1982;75.3809[];Unknown;;No;No;;;
ArchiBiga1982;75.3810[];Unknown;;No;No;;;
ArchiBiga1982;75.3813[];Unknown;;No;No;;;
ArchiBiga1982;75.3814[];Unknown;;No;No;;;
ArchiBiga1982;75.381[];Unknown;;No;No;;;
ArchiBiga1982;75.3815[];Unknown;;No;No;;;
ArchiBiga1982;75.3816+3824[];Unknown;;No;No;;;
ArchiBiga1982;75.3819[];Unknown;;No;No;;;
ArchiBiga1982;75.38+3823826+3829+3842[];Unknown;;No;No;;;
ArchiBiga1982;75.3820[];Unknown;;No;No;;;
ArchiBiga1982;75.3821[];Unknown;;No;No;;;
ArchiBiga1982;75.3826[];Unknown;;No;No;;;
ArchiBiga1982;75.3827[];Unknown;;No;No;;;
ArchiBiga1982;75.3822[];Unknown;;No;No;;;
ArchiBiga1982;75.3828[];Unknown;;No;No;;;
ArchiBiga1982;75.3829[];Unknown;;No;No;;;
ArchiBiga1982;75.3830[];Unknown;;No;No;;;
ArchiBiga1982;75.3823[];Unknown;;No;No;;;
ArchiBiga1982;75.3831[];Unknown;;No;No;;;
ArchiBiga1982;75.3832[];Unknown;;No;No;;;
ArchiBiga1982;75.3824[];Unknown;;No;No;;;
ArchiBiga1982;75.3825[];Unknown;;No;No;;;
ArchiBiga1982;75.3833[];Unknown;;No;No;;;
ArchiBiga1982;75.3834[];Unknown;;No;No;;;
ArchiBiga1982;753[];Unknown;;No;No;;;
ArchiBiga1982;75.3840[];Unknown;;No;No;;;
ArchiBiga1982;75.3835[];Unknown;;No;No;;;
ArchiBiga1982;754[];Unknown;;No;No;;;
ArchiBiga1982;75.3841[];Unknown;;No;No;;;
ArchiBiga1982;75.3842[];Unknown;;No;No;;;
ArchiBiga1982;75.3836[];Unknown;;No;No;;;
ArchiBiga1982;75.3843[];Unknown;;No;No;;;
ArchiBiga1982;751[];Unknown;;No;No;;;
